country_code,sentence,cluster_no
BR, a man in a suit and tie standing in a field,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman standing in front of a mirror with a toothbrush in her mouth.,3
BR, a man and a woman are standing together on a beach.,3
BR, a man and a woman are sitting on a bench.,3
BR, a group of people sitting on a couch watching tv,3
BR, a man and a woman are playing video games,3
BR, a man and woman are standing in a room.,3
BR, a man in a suit is standing in front of a building.,3
BR, a large white and blue sign with a clock on it,3
BR, a man wearing a tie and a shirt and tie,3
BR, a pair of scissors sitting on top of a wooden table.,3
BR, a man in a suit and tie standing in a kitchen.,3
BR, a man in a suit and tie in a room.,3
BR, a group of people sitting around a table eating food.,3
BR, a man and a woman are standing in a kitchen.,3
BR, a woman wearing a pink shirt and a tie,3
BR, a woman holding a pink tie and a white shirt,3
BR, a group of people standing around a giant elephant statue.,3
BR, a man is standing in front of a building.,3
BR, a man and a woman are standing in a living room.,3
BR, a group of people standing in a room.,3
BR, a man is standing next to a motorcycle.,3
BR, a large building with a large building in the background,3
BR, a bathroom with a toilet and a sink,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie standing in a room.,3
BR, a woman in a dress shirt and tie standing in a room.,3
BR, a man wearing a tie and glasses,3
BR, a bunch of stuffed animals that are in a vase.,3
BR, a river with a bridge spanning the width of it,3
BR, a man is standing on a pier with a surfboard.,3
BR, a kitchen with a refrigerator and a stove,3
BR, a man riding a skateboard down a street.,3
BR, a person holding a stuffed animal in a room.,3
BR, a group of people standing on top of a snow covered field.,3
BR, a man is holding a cell phone to his ear.,3
BR, a woman in a pink dress holding a cell phone,3
BR, a person 's feet on a bed with a book on it.,3
BR, a man wearing a tie and a bow tie,3
BR, a man riding a skateboard down a ramp.,3
BR, a man in a suit and tie in a room.,3
BR, a woman holding a kite in a park.,3
BR, a large group of people standing in a room.,3
BR, a man and a woman are holding a cake.,3
BR, a woman wearing a tie standing in a room.,3
BR, a man and a woman are standing in a room.,3
BR, a man in a suit and tie standing in a room.,3
BR, a group of people standing in a room.,3
BR, a woman is holding a cell phone to her ear,3
BR, a man on a skateboard is skating on a ramp.,3
BR, a man is playing tennis on a sunny day,3
BR, a man and a woman are standing in a room.,3
BR, a group of people sitting around a table with a laptop.,3
BR, a group of people standing in a room with a dog.,3
BR, a man in a suit and tie in a room.,3
BR, a group of people sitting around a table eating food.,3
BR, a man and a woman are holding a glass of wine.,3
BR, a man and a woman standing in a room.,3
BR, a man in a suit and tie standing in a doorway.,3
BR, a group of people sitting around a table with laptops.,3
BR, a man in a suit and tie standing in a room.,3
BR, a person holding a pair of scissors in their hand.,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a woman in a bikini top and a man in a suit and tie,3
BR, a man in a suit and tie standing in the rain.,3
BR, a white truck with a red car parked on the side of it,3
BR, a large elephant standing in a field,3
BR, a giraffe standing next to a tree in a field.,3
BR, a red truck with a trailer and a truck on the back,3
BR, a woman is holding a bunch of bananas,3
BR, a man in a blue shirt and a tie standing on a street.,3
BR, a refrigerator with a door open next to a door.,3
BR, a woman wearing a pink shirt and a tie,3
BR, a man holding a cell phone to take a picture,3
BR, a group of people standing around a giant teddy bear.,3
BR, a group of people standing in a room.,3
BR, a person is skiing down a snowy hill,3
BR, a group of people standing around a table with a cake,3
BR, a woman wearing a tie and a dress shirt and tie,3
BR, a man in a kitchen preparing food,3
BR, a man riding a skateboard down a ramp.,3
BR, a stuffed bear is sitting on a chair.,3
BR, a red bird is standing in the grass.,3
BR, a man is sitting down while holding a cell phone.,3
BR, a man holding a tennis racquet on a court.,3
BR, a large group of people standing around a table.,3
BR, a room filled with lots of different types of plants.,3
BR, a man in a suit and tie standing in the snow.,3
BR, a group of people standing around a large elephant.,3
BR, a man holding a knife and cutting a cake.,3
BR, a group of people standing in a room.,3
BR, a group of people sitting around a table with a laptop.,3
BR, a group of people standing around a table with a cake.,3
BR, a group of people standing around a table with a cake.,3
BR, a man and a woman are standing in a room.,3
BR, a man is sitting on a couch in a living room.,3
BR, a large crowd of people flying kites in a park.,3
BR, a man is standing in front of a computer screen.,3
BR, a large white airplane sitting on a runway.,3
BR, a woman is playing a video game in a room.,3
BR, a man is flying a kite in a field.,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a group of people walking down a sidewalk.,3
BR, a woman holding a pink umbrella in her hand.,3
BR, a group of people standing in a room with a large teddy bear.,3
BR, a kitchen with a white refrigerator and a brown table,3
BR, a man is sitting down with a dog.,3
BR, a woman with a red tie and a blue shirt,3
BR, a woman standing in a room with a large teddy bear.,3
BR, a man is walking down the street with luggage.,3
BR, a soccer player kicking a soccer ball on a field,3
BR, a woman is playing frisbee in a park.,3
BR, a man is flying a kite in a field.,3
BR, a man in a suit and tie in a room.,3
BR, a man and a woman are smiling while holding a cell phone.,3
BR, a plane flying over a body of water,3
BR, a car parked on the side of a road.,3
BR, a large cruise ship is in the middle of the city.,3
BR, a large clock with a large amount of <unk>,3
BR," a bathroom with a sink , toilet , and a shower.",3
BR," a bathroom with a shower , sink , and toilet.",3
BR," a bathroom with a sink , mirror , and toilet.",3
BR, a woman holding a bunch of ripe bananas.,3
BR, a table topped with plates of food and a glass of wine.,3
BR, a river with a bridge spanning the width of it,3
BR, a large boat is in the water near a beach.,3
BR, a person on a beach flying a kite,3
BR, a dog is wearing a hat and a hat,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a large group of people standing in a room.,3
BR, a woman holding a cell phone to her ear,3
BR, a woman holding a bunch of bananas in her hands.,3
BR, a man riding a motorcycle down a street.,3
BR, a woman is holding a cell phone to her ear,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman is sitting on a bed with a teddy bear,3
BR, a group of people standing on a tennis court holding rackets.,3
BR, a woman is holding a pink tie in her hand.,3
BR, a bicycle locked to a parking meter on the sidewalk.,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a man and a woman are standing in front of a building.,3
BR, a group of people standing around a table with a cake.,3
BR, a group of people sitting around a table eating food.,3
BR, a woman holding a pink umbrella in her hand.,3
BR, a man in a blue shirt throwing a frisbee,3
BR, a woman is holding a frisbee in a park.,3
BR, a young boy holding a skateboard in his hand.,3
BR, a bird perched on top of a tree branch.,3
BR, a man holding a frisbee in his hands,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman and a man are standing in a parking lot.,3
BR, a man in a kitchen with a refrigerator,3
BR, a woman holding a nintendo wii game controller.,3
BR, a woman is playing a video game with a controller.,3
BR, a woman is playing a video game with a controller.,3
BR, a young girl holding a nintendo wii game controller.,3
BR, a person holding a pair of scissors in their hand.,3
BR, a man is riding a motorcycle down a street.,3
BR, a motorcycle is parked on the side of the road.,3
BR, a man and a woman are feeding a giraffe.,3
BR, a woman holding a cell phone in her hand.,3
BR, a group of people sitting around a table eating food.,3
BR, a woman holding a cell phone to her ear,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a black and white photo of a baseball bat,3
BR, a bed with a blue cover and a white bedspread,3
BR, a man in a suit and tie standing in a room.,3
BR, a man is sitting down while holding a cell phone.,3
BR, a young boy sitting on a couch holding a remote control.,3
BR, a man wearing a suit and tie sitting on a bench.,3
BR, a red and white sign on a pole,3
BR, a group of people standing in a room with a clock,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie standing in a room.,3
BR, a group of people sitting in a living room.,3
BR, a man in a suit and tie holding a cell phone,3
BR, a small bird is standing on a table,3
BR, a black and white photo of a black and white cat,3
BR, a white and blue truck with a white and black car,4
BR, a car that is parked in the street,4
BR, a car with a white car parked on the side of the road.,4
BR, a car that is parked on the street,4
BR, a clock with a bunch of different types of <unk>.,5
BR, a small bird standing on a rock in the grass.,6
BR, a large commercial airplane is on display in a museum.,7
BR, a close up of a slip device on a wooden surface,8
BR, a close up of a slip device,8
BR, a group of people standing in a room.,9
BR, a pair of scissors and a pair of scissors,9
BR, a large white bird flying above a blue and white cake,9
BR, a group of people standing in a room.,9
BR, a group of people standing in a room.,9
BR, a man holding a cell phone to his ear.,9
BR, a book shelf with a bunch of bananas,9
BR, a cell phone with a <unk> on it,9
BR, a group of people standing in a field with kites in the air.,9
BR, a group of people standing in a building with a clock.,9
BR, a sign that says `` <unk> '' on a street.,9
BR, a large white sign with a green sticker on it,9
BR, a man holding a cell phone up to his ear.,9
BR, a person holding a pair of scissors in their hand.,9
BR, a man with a clock on the front of a building,9
BR, a stuffed animal that is on a bed,9
BR, a man holding a cell phone to take a picture of a man.,9
BR, a person holding a knife and fork in hand.,9
BR, a person holding a pair of scissors in a room.,9
BR, a man holding a stop sign on a pole.,9
BR, a large sign with a large advertisement on it,9
BR, a pair of scissors and a pair of scissors,9
BR, a man with a cane walking on a street.,9
BR, a close up of a street sign with a sky background,9
BR, a book shelf with a bunch of books,9
